leg,expedition,site,hole,latitude,longitude,arrival,water_depth,core_penetrated,core_recovered,url_core,url_log,url_vcd,url_xct,program
177.0,,1094,A,-53.1802,5.1304,1/20/98 18:25,,159.6,135.08,http://web.iodp.tamu.edu/OVERVIEW/?&exp=177&site=1094,,http://www-odp.tamu.edu/publications/177_IR/VOLUME/CORES/VCD_1094.PDF,,ODP
177.0,,1094,B,-53.1804,5.1305,1/21/98 22:17,,38.0,23.58,http://web.iodp.tamu.edu/OVERVIEW/?&exp=177&site=1094,,http://www-odp.tamu.edu/publications/177_IR/VOLUME/CORES/VCD_1094.PDF,,ODP
177.0,,1094,C,-53.1805,5.1301,1/22/98 3:24,,73.1,46.64,http://web.iodp.tamu.edu/OVERVIEW/?&exp=177&site=1094,,http://www-odp.tamu.edu/publications/177_IR/VOLUME/CORES/VCD_1094.PDF,,ODP
177.0,,1094,D,-53.1803,5.1303,1/22/98 10:54,,171.1,100.76,http://web.iodp.tamu.edu/OVERVIEW/?&exp=177&site=1094,,http://www-odp.tamu.edu/publications/177_IR/VOLUME/CORES/VCD_1094.PDF,,ODP
178.0,,1095,A,-66.98544,-78.48731,2/18/98 10:35,,87.3,86.48,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1095,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1095.PDF,,ODP
178.0,,1095,B,-66.98544,-78.48783,2/18/98 22:58,,570.2,385.75,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1095,https://mlp.ldeo.columbia.edu/data/odp/leg178/1095B/,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1095.PDF,,ODP
178.0,,1095,C,-66.98536,-78.48825,2/24/98 5:53,,2.9,2.87,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1095,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1095.PDF,,ODP
178.0,,1095,D,-66.98535,-78.48809,2/24/98 6:15,,84.6,78.96,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1095,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1095.PDF,,ODP
178.0,,1096,A,-67.56681,-76.96323,2/25/98 13:12,,140.7,118.52,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1096,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1096.PDF,,ODP
178.0,,1096,B,-67.56682,-76.96353,2/26/98 6:06,,260.6,209.77,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1096,https://mlp.ldeo.columbia.edu/data/odp/leg178/1096C/,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1096.PDF,,ODP
178.0,,1096,C,-67.56682,-76.96377,2/28/98 12:05,,607.7,344.98,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1096,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1096.PDF,,ODP
178.0,,1097,A,-66.3928,-70.7564,3/6/98 9:39,,436.6,59.3,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1097,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1097.PDF,,ODP
178.0,,1098,A,-64.86206,-64.20785,3/12/98 17:28,,45.9,45.78,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1098,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1098.PDF,,ODP
178.0,,1098,B,-64.86194,-64.20799,3/13/98 1:38,,43.0,44.66,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1098,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1098.PDF,,ODP
178.0,,1098,C,-64.86184,-64.20782,3/13/98 7:13,,46.7,46.3,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1098,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1098.PDF,,ODP
178.0,,1099,A,-64.94513,-64.31529,3/13/98 12:16,,62.3,63.74,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1099,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1099.PDF,,ODP
178.0,,1099,B,-64.94512,-64.31526,3/13/98 23:57,,107.5,48.34,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1099,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1099.PDF,,ODP
178.0,,1100,A,-63.88335,-65.70565,3/14/98 12:30,,33.8,0.0,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1100,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1100.PDF,,ODP
178.0,,1100,B,-63.8835,-65.70581,3/14/98 23:37,,35.9,0.15,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1100,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1100.PDF,,ODP
178.0,,1100,C,-63.88331,-65.70606,3/15/98 19:57,,5.0,4.05,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1100,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1100.PDF,,ODP
178.0,,1100,D,-63.88342,-65.70587,3/16/98 12:45,,110.5,5.28,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1100,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1100.PDF,,ODP
178.0,,1101,A,-64.37219,-70.26118,3/18/98 13:31,,217.7,215.75,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1101,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1101.PDF,,ODP
178.0,,1102,A,-63.80285,-65.85822,3/21/98 8:50,,7.9,0.42,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1102,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1102.PDF,,ODP
178.0,,1102,B,-63.80279,-65.85788,3/21/98 16:46,,7.5,0.39,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1102,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1102.PDF,,ODP
178.0,,1102,C,-63.80234,-65.8582,3/21/98 17:13,,6.5,0.01,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1102,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1102.PDF,,ODP
178.0,,1102,D,-63.80119,-65.85645,3/22/98 12:33,,14.9,0.85,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1102,,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1102.PDF,,ODP
178.0,,1103,A,-63.9995,-65.46532,3/23/98 1:28,,362.7,44.54,http://web.iodp.tamu.edu/OVERVIEW/?&exp=178&site=1103,https://mlp.ldeo.columbia.edu/data/odp/leg178/1103A/,http://www-odp.tamu.edu/publications/178_IR/VOLUME/CORES/COR_1103.PDF,,ODP
181.0,,1119,A,-44.75553667,172.3933,8/22/98 20:38,,6.0,6.01,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1119,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1119.PDF,,ODP
181.0,,1119,B,-44.75553667,172.3933,8/22/98 23:55,,155.8,164.47,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1119,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1119.PDF,,ODP
181.0,,1119,C,-44.755525,172.393565,8/23/98 12:51,,494.8,442.33,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1119,https://mlp.ldeo.columbia.edu/data/odp/leg181/1119C/,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1119.PDF,,ODP
181.0,,1120,A,-50.06339,173.3716717,8/27/98 16:19,,4.6,4.6,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1120,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1120.PDF,,ODP
181.0,,1120,B,-50.06339,173.3716717,8/27/98 18:08,,188.0,146.51,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1120,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1120.PDF,,ODP
181.0,,1120,C,-50.06359167,173.3716617,8/29/98 14:05,,44.6,44.95,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1120,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1120.PDF,,ODP
181.0,,1120,D,-50.06369833,173.371665,8/31/98 4:42,,220.7,66.17,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1120,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1120.PDF,,ODP
181.0,,1121,A,-50.89793167,176.9976967,9/1/98 23:08,,8.4,8.37,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1121,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1121.PDF,,ODP
181.0,,1121,B,-50.89793167,176.9976967,9/2/98 4:58,,139.7,87.86,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1121,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1121.PDF,,ODP
181.0,,1122,A,-46.57968167,-177.3935033,9/5/98 22:14,,123.9,87.46,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1122,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1122.PDF,,ODP
181.0,,1122,B,-46.57966667,-177.3936867,9/6/98 16:16,,9.5,9.81,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1122,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1122.PDF,,ODP
181.0,,1122,C,-46.57966667,-177.3936867,9/6/98 19:12,,627.4,351.44,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1122,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1122.PDF,,ODP
181.0,,1123,A,-41.78623833,-171.4990017,9/13/98 4:59,,158.1,158.63,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1123,https://mlp.ldeo.columbia.edu/data/odp/leg181/1123B/,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1123.PDF,,ODP
181.0,,1123,B,-41.78599667,-171.4989783,9/14/98 13:09,,489.0,451.4,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1123,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1123.PDF,,ODP
181.0,,1123,C,-41.78577667,-171.4990083,9/18/98 21:46,,632.8,289.44,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1123,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1123.PDF,,ODP
181.0,,1125,A,-42.54993667,-178.166485,10/2/98 6:00,,203.5,209.07,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1125,,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1125.PDF,,ODP
181.0,,1125,B,-42.54965167,-178.16646,10/3/98 6:59,,552.1,511.56,http://web.iodp.tamu.edu/OVERVIEW/?&exp=181&site=1125,https://mlp.ldeo.columbia.edu/data/odp/leg181/1125B/,http://www-odp.tamu.edu/publications/181_IR/VOLUME/CORES/COR_1125.PDF,,ODP
183.0,,1135,A,-59.69992,84.27353,12/14/98 23:13,,526.0,208.7,http://web.iodp.tamu.edu/OVERVIEW/?&exp=183&site=1135,,http://www-odp.tamu.edu/publications/183_IR/VOLUME/CORES/COR_1135.PDF,,ODP
183.0,,1136,A,-59.65163,84.83484,12/26/98 23:39,,161.4,72.55,http://web.iodp.tamu.edu/OVERVIEW/?&exp=183&site=1136,,http://www-odp.tamu.edu/publications/183_IR/VOLUME/CORES/COR_1136.PDF,,ODP
183.0,,1137,A,-56.83305,68.09345,12/31/98 17:18,,371.2,219.38,http://web.iodp.tamu.edu/OVERVIEW/?&exp=183&site=1137,https://mlp.ldeo.columbia.edu/data/odp/leg183/1137A/,http://www-odp.tamu.edu/publications/183_IR/VOLUME/CORES/COR_1137.PDF,,ODP
183.0,,1138,A,-53.55175,75.97488,1/7/99 6:53,,842.7,411.98,http://web.iodp.tamu.edu/OVERVIEW/?&exp=183&site=1138,,http://www-odp.tamu.edu/publications/183_IR/VOLUME/CORES/COR_1138.PDF,,ODP
183.0,,1139,A,-50.18505,63.93653,1/15/99 6:17,,694.2,356.88,http://web.iodp.tamu.edu/OVERVIEW/?&exp=183&site=1139,https://mlp.ldeo.columbia.edu/data/odp/leg183/1139A/,http://www-odp.tamu.edu/publications/183_IR/VOLUME/CORES/COR_1139.PDF,,ODP
183.0,,1140,A,-46.27665,68.49164,1/22/99 18:24,,321.9,144.86,http://web.iodp.tamu.edu/OVERVIEW/?&exp=183&site=1140,https://mlp.ldeo.columbia.edu/data/odp/leg183/1140A/,http://www-odp.tamu.edu/publications/183_IR/VOLUME/CORES/COR_1140.PDF,,ODP
187.0,,1152,A,-41.89793667,127.00672,11/26/99 9:23,,11.2,0.59,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1152,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1152.PDF,,ODP
187.0,,1152,B,-41.897215,127.0075733,11/27/99 4:51,,23.7,3.59,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1152,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1152.PDF,,ODP
187.0,,1153,A,-41.27152333,129.8151417,11/29/99 1:33,,7.3,1.77,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1153,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1153.PDF,,ODP
187.0,,1154,A,-41.477825,131.3172567,12/2/99 0:00,,34.4,9.42,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1154,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1154.PDF,,ODP
187.0,,1155,A,-41.95820833,127.9948233,12/4/99 23:55,,26.2,2.34,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1155,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1155.PDF,,ODP
187.0,,1155,B,-41.95819,127.9923617,12/5/99 17:53,,46.0,18.18,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1155,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1155.PDF,,ODP
187.0,,1156,A,-42.73322167,127.8881867,12/9/99 1:47,,11.4,6.3,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1156,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1156.PDF,,ODP
187.0,,1156,B,-42.73145,127.888045,12/10/99 7:10,,33.6,9.92,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1156,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1156.PDF,,ODP
187.0,,1157,A,-43.261065,128.8861,12/12/99 7:32,,16.4,2.92,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1157,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1157.PDF,,ODP
187.0,,1157,B,-43.26126333,128.883825,12/13/99 4:28,,40.4,11.7,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1157,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1157.PDF,,ODP
187.0,,1158,A,-43.94828333,128.828265,12/15/99 12:56,,14.4,0.85,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1158,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1158.PDF,,ODP
187.0,,1158,B,-43.946395,128.8284567,12/16/99 5:45,,15.0,1.6,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1158,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1158.PDF,,ODP
187.0,,1158,C,-43.94463667,128.828545,12/16/99 22:06,,9.4,1.61,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1158,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1158.PDF,,ODP
187.0,,1159,A,-45.95670167,129.9999,12/18/99 22:46,,27.7,7.96,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1159,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1159.PDF,,ODP
187.0,,1160,A,-44.00997833,134.998285,12/21/99 9:49,,5.1,0.43,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1160,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1160.PDF,,ODP
187.0,,1160,B,-44.00823,134.9983467,12/22/99 1:54,,45.1,13.01,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1160,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1160.PDF,,ODP
187.0,,1161,A,-44.28659667,129.0512783,12/24/99 7:05,,29.3,4.39,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1161,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1161.PDF,,ODP
187.0,,1161,B,-44.28460167,129.0512567,12/26/99 6:14,,8.5,0.86,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1161,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1161.PDF,,ODP
187.0,,1162,A,-44.63385167,129.1881767,12/27/99 8:47,,31.4,2.58,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1162,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1162.PDF,,ODP
187.0,,1162,B,-44.63207,129.188015,12/28/99 16:02,,58.9,9.94,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1162,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1162.PDF,,ODP
187.0,,1163,A,-44.42459333,126.9082967,12/31/99 8:09,,47.1,15.7,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1163,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1163.PDF,,ODP
187.0,,1164,A,-43.74833,127.7481883,1/3/00 2:12,,8.5,0.97,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1164,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1164.PDF,,ODP
187.0,,1164,B,-43.74920167,127.7461467,1/4/00 1:30,,65.7,10.65,http://web.iodp.tamu.edu/OVERVIEW/?&exp=187&site=1164,,http://www-odp.tamu.edu/publications/187_IR/VOLUME/CORES/COR_1164.PDF,,ODP
188.0,,1165,A,-64.37964333,67.21905833,1/26/00 21:16,,5.4,5.43,http://web.iodp.tamu.edu/OVERVIEW/?&exp=188&site=1165,,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CORES/COR_1165.PDF,,ODP
188.0,,1165,B,-64.37964333,67.21905833,1/28/00 21:43,,682.2,434.04,http://web.iodp.tamu.edu/OVERVIEW/?&exp=188&site=1165,,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CORES/COR_1165.PDF,,ODP
188.0,,1165,C,-64.37945833,67.21806333,2/4/00 9:17,,999.1,269.27,http://web.iodp.tamu.edu/OVERVIEW/?&exp=188&site=1165,https://mlp.ldeo.columbia.edu/data/odp/leg188/1165C/,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CORES/COR_1165.PDF,,ODP
188.0,,1166,A,-67.69617667,74.786925,2/15/00 12:31,,381.3,71.31,http://web.iodp.tamu.edu/OVERVIEW/?&exp=188&site=1166,https://mlp.ldeo.columbia.edu/data/odp/leg188/1166A/,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CORES/COR_1166.PDF,,ODP
188.0,,1166,B,-67.696395,74.78775,2/21/00 15:05,,42.5,,http://web.iodp.tamu.edu/OVERVIEW/?&exp=188&site=1166,https://mlp.ldeo.columbia.edu/data/odp/leg188/1166B/,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CORES/COR_1166.PDF,,ODP
188.0,,1167,A,-66.40018,72.284185,2/22/00 20:53,,447.5,191.33,http://web.iodp.tamu.edu/OVERVIEW/?&exp=188&site=1167,https://mlp.ldeo.columbia.edu/data/odp/leg188/1167A/,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CORES/COR_1167.PDF,,ODP
188.0,,1167,B,-66.39982333,72.28346333,2/28/00 10:49,,261.8,,http://web.iodp.tamu.edu/OVERVIEW/?&exp=188&site=1167,https://mlp.ldeo.columbia.edu/data/odp/leg188/1167B/,http://www-odp.tamu.edu/publications/188_IR/VOLUME/CORES/COR_1167.PDF,,ODP
189.0,,1168,A,-42.60968167,144.4127,3/17/00 5:25,,883.5,836.85,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1168,https://mlp.ldeo.columbia.edu/data/odp/leg189/1168A/,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1168.PDF,,ODP
189.0,,1168,B,-42.60948667,144.4126567,3/24/00 12:47,,108.4,106.52,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1168,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1168.PDF,,ODP
189.0,,1168,C,-42.60922167,144.41269,3/25/00 0:43,,290.5,248.15,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1168,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1168.PDF,,ODP
189.0,,1169,A,-47.065265,145.236815,3/28/00 5:18,,246.3,224.92,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1169,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1169.PDF,,ODP
189.0,,1170,A,-47.150725,146.0498017,3/30/00 23:37,,464.3,379.87,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1170,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1170.PDF,,ODP
189.0,,1170,B,-47.15057333,146.0497433,4/2/00 23:57,,175.8,179.67,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1170,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1170.PDF,,ODP
189.0,,1170,C,-47.15037667,146.049785,4/3/00 20:52,,180.1,179.64,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1170,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1170.PDF,,ODP
189.0,,1170,D,-47.15017833,146.049715,4/5/00 7:36,,779.8,287.41,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1170,https://mlp.ldeo.columbia.edu/data/odp/leg189/1170D/,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1170.PDF,,ODP
189.0,,1171,A,-48.49993333,149.1115017,4/12/00 3:31,,124.4,117.52,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1171,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1171.PDF,,ODP
189.0,,1171,B,-48.49975667,149.1114383,4/12/00 18:44,,108.8,106.73,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1171,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1171.PDF,,ODP
189.0,,1171,C,-48.49995167,149.1117517,4/13/00 4:59,,274.8,245.58,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1171,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1171.PDF,,ODP
189.0,,1171,D,-48.49995833,149.1120367,4/14/00 16:22,,958.8,525.4,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1171,https://mlp.ldeo.columbia.edu/data/odp/leg189/1171D/,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1171.PDF,,ODP
189.0,,1172,A,-43.95975667,149.9282683,4/23/00 2:48,,522.6,483.72,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1172,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1172.PDF,,ODP
189.0,,1172,B,-43.95958333,149.92835,4/25/00 23:43,,202.4,206.7,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1172,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1172.PDF,,ODP
189.0,,1172,C,-43.95947333,149.9284617,4/27/00 0:10,,171.0,172.64,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1172,,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1172.PDF,,ODP
189.0,,1172,D,-43.95924167,149.928615,4/28/00 7:05,,766.5,237.09,http://web.iodp.tamu.edu/OVERVIEW/?&exp=189&site=1172,https://mlp.ldeo.columbia.edu/data/odp/leg189/1172D/,http://www-odp.tamu.edu/publications/189_IR/VOLUME/CORES/COR_1172.PDF,,ODP
202.0,,1233,A,-41.00001833,-74.44996,4/12/02 13:26,,12.0,9.94,http://web.iodp.tamu.edu/OVERVIEW/?&exp=202&site=1233,,http://www-odp.tamu.edu/publications/202_IR/VOLUME/CORES/COR_1233.PDF,,ODP
202.0,,1233,B,-41.00001833,-74.44996,4/12/02 17:56,,109.5,102.01,http://web.iodp.tamu.edu/OVERVIEW/?&exp=202&site=1233,,http://www-odp.tamu.edu/publications/202_IR/VOLUME/CORES/COR_1233.PDF,,ODP
202.0,,1233,C,-41.00004333,-74.44986167,4/13/02 1:06,,116.3,121.75,http://web.iodp.tamu.edu/OVERVIEW/?&exp=202&site=1233,,http://www-odp.tamu.edu/publications/202_IR/VOLUME/CORES/COR_1233.PDF,,ODP
202.0,,1233,D,-41.00015333,-74.44984333,4/13/02 10:44,,112.3,114.88,http://web.iodp.tamu.edu/OVERVIEW/?&exp=202&site=1233,,http://www-odp.tamu.edu/publications/202_IR/VOLUME/CORES/COR_1233.PDF,,ODP
202.0,,1233,E,-41.00020833,-74.44971,4/13/02 21:45,,101.5,73.65,http://web.iodp.tamu.edu/OVERVIEW/?&exp=202&site=1233,,http://www-odp.tamu.edu/publications/202_IR/VOLUME/CORES/COR_1233.PDF,,ODP
,317,U1351,A,-44.883845,171.8400617,11/18/09 9:30,126.82,28.0,27.33,http://web.iodp.tamu.edu/OVERVIEW/?&exp=317&site=U1351,,http://publications.iodp.org/proceedings/317/EXP_REPT/CORES/U1351.PDF,,IODP
,317,U1351,B,-44.88403667,171.8401083,11/18/09 23:30,126.22,1030.6,304.52,http://web.iodp.tamu.edu/OVERVIEW/?&exp=317&site=U1351,https://mlp.ldeo.columbia.edu/data/iodp-usio/exp317/U1351B/,http://publications.iodp.org/proceedings/317/EXP_REPT/CORES/U1351.PDF,,IODP
,317,U1351,C,-44.88428667,171.840095,11/25/09 18:00,126.22,967.3,0.0,http://web.iodp.tamu.edu/OVERVIEW/?&exp=317&site=U1351,https://mlp.ldeo.columbia.edu/data/iodp-usio/exp317/U1351C/,http://publications.iodp.org/proceedings/317/EXP_REPT/CORES/U1351.PDF,,IODP
,317,U1352,A,-44.9374,172.0226917,11/30/09 5:00,348.32,42.2,43.92,http://web.iodp.tamu.edu/OVERVIEW/?&exp=317&site=U1352,,http://publications.iodp.org/proceedings/317/EXP_REPT/CORES/U1352_1.PDF,,IODP
,317,U1352,B,-44.93759667,172.0227167,11/30/09 15:30,348.12,830.9,613.87,http://web.iodp.tamu.edu/OVERVIEW/?&exp=317&site=U1352,https://mlp.ldeo.columbia.edu/data/iodp-usio/exp317/U1352B/,http://publications.iodp.org/proceedings/317/EXP_REPT/CORES/U1352_1.PDF,,IODP
